car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Maruti Swift,Maruti,Swift,6,34000,Dealer,Petrol,Manual,16.1,1197,85.0,5
Tata Tiago,Tata,Tiago,3,42000,Dealer,Diesel,Manual,27.28,1047,69.0,5
Honda Jazz,Honda,Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5
Skoda Rapid,Skoda,Rapid,8,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5
Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5
Renault Duster,Renault,Duster,7,61125,Dealer,Diesel,Manual,19.64,1461,108.45,5
Maruti Dzire VXI,Maruti,Dzire VXI,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5
Renault KWID,Renault,KWID,4,19200,Dealer,Petrol,Automatic,24.04,999,67.0,5
Maruti Alto,Maruti,Alto,3,35000,Dealer,Petrol,Manual,24.7,796,47.3,5
Mahindra Scorpio,Mahindra,Scorpio,1,15000,Individual,Diesel,Manual,15.4,2523,75.0,7
Jaguar XF,Jaguar,XF,6,60000,Individual,Diesel,Automatic,16.36,2179,187.7,5
Hyundai Creta,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5
Hyundai Verna,Hyundai,Verna,12,110000,Individual,Petrol,Manual,13.9,1599,103.2,5
BMW 7,BMW,7,6,24501,Dealer,Diesel,Automatic,16.46,2993,258.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,5,41000,Dealer,Petrol,Manual,22.0,1197,81.8,5
Maruti Swift Dzire,Maruti,Swift Dzire,6,112000,Individual,Diesel,Manual,26.59,1248,74.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,6,56000,Dealer,Petrol,Manual,20.85,1197,83.14,5
Honda City,Honda,City,6,66996,Dealer,Petrol,Manual,17.4,1497,117.6,5
BMW 3,BMW,3,9,34000,Dealer,Diesel,Automatic,13.2,1995,170.0,5
Honda Amaze,Honda,Amaze,7,43000,Dealer,Diesel,Manual,25.8,1498,98.6,5
Maruti Swift,Maruti,Swift,8,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5
Hyundai Grand,Hyundai,Grand,3,41000,Dealer,CNG,Manual,18.9,1197,65.39,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,10000,Dealer,Petrol,Manual,21.21,1197,81.8,5
Renault Duster,Renault,Duster,3,48133,Dealer,Petrol,Automatic,14.99,1498,104.5,5
Maruti Alto,Maruti,Alto,15,100785,Individual,Petrol,Manual,19.7,796,46.3,5
Maruti Wagon R,Maruti,Wagon R,6,27000,Dealer,Petrol,Automatic,21.5,1197,81.8,5
Maruti Ciaz,Maruti,Ciaz,6,48767,Dealer,Diesel,Manual,26.21,1248,88.5,5
Maruti Celerio,Maruti,Celerio,4,68000,Dealer,CNG,Manual,30.47,998,58.33,5
Renault KWID,Renault,KWID,5,23000,Dealer,Petrol,Manual,22.3,799,53.26,5
Mahindra Scorpio,Mahindra,Scorpio,11,95000,Individual,Diesel,Automatic,11.79,2179,120.0,8
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5
Ford Ecosport,Ford,Ecosport,4,94500,Dealer,Diesel,Manual,21.7,1498,98.96,5
Hyundai Verna,Hyundai,Verna,11,70000,Dealer,Petrol,Manual,16.2,1599,103.2,5
Mahindra Bolero,Mahindra,Bolero,4,68000,Dealer,Diesel,Manual,16.5,1493,70.0,7
Maruti Wagon R,Maruti,Wagon R,14,89000,Dealer,Petrol,Manual,18.9,998,67.1,5
BMW 5,BMW,5,4,31000,Dealer,Diesel,Automatic,18.12,1995,190.0,5
Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5
Maruti Wagon R,Maruti,Wagon R,11,45000,Dealer,Petrol,Manual,18.9,998,67.1,5
Hyundai Grand,Hyundai,Grand,6,21000,Dealer,Petrol,Manual,18.9,1197,82.0,5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,56000,Dealer,Diesel,Automatic,14.21,2143,203.0,5
Maruti Vitara,Maruti,Vitara,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Mahindra Bolero,Mahindra,Bolero,6,65211,Dealer,Diesel,Manual,15.96,2523,62.1,7
Honda Jazz,Honda,Jazz,5,44480,Dealer,Petrol,Automatic,19.0,1199,88.7,5
Maruti Swift,Maruti,Swift,6,38000,Dealer,Petrol,Manual,22.0,1197,81.8,5
Hyundai Santro,Hyundai,Santro,13,60000,Dealer,Petrol,Manual,17.8,1086,63.0,5
Renault KWID,Renault,KWID,4,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5
Hyundai Verna,Hyundai,Verna,4,28000,Dealer,Diesel,Manual,23.9,1582,126.2,5
Ford Figo,Ford,Figo,10,40000,Individual,Petrol,Manual,15.6,1196,70.0,5
Honda City,Honda,City,3,29006,Dealer,Petrol,Manual,17.4,1497,117.6,5
Volkswagen Polo,Volkswagen,Polo,5,29000,Dealer,Petrol,Automatic,17.21,1197,103.5,5
Maruti Alto,Maruti,Alto,12,73000,Dealer,Petrol,Manual,19.7,796,46.3,5
Maruti Celerio,Maruti,Celerio,4,18400,Dealer,Petrol,Automatic,21.63,998,67.04,5
Toyota Innova,Toyota,Innova,14,118000,Dealer,Diesel,Manual,12.8,2494,102.0,7
Maruti Ertiga,Maruti,Ertiga,8,120000,Individual,Diesel,Manual,20.77,1248,88.76,7
Honda City,Honda,City,6,83000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,19.7,796,46.3,5
Maruti Ertiga,Maruti,Ertiga,3,42000,Dealer,CNG,Manual,17.5,1373,80.46,7
Volkswagen Vento,Volkswagen,Vento,6,53000,Dealer,Petrol,Automatic,16.93,1197,103.2,5
Volkswagen Polo,Volkswagen,Polo,2,47000,Individual,Diesel,Manual,20.14,1498,88.5,5
Maruti Ertiga,Maruti,Ertiga,9,76000,Dealer,Diesel,Manual,25.47,1248,88.5,7
Maruti Wagon R,Maruti,Wagon R,9,51000,Individual,Petrol,Manual,18.9,998,67.1,5
Hyundai Creta,Hyundai,Creta,5,8500,Dealer,Petrol,Manual,15.29,1591,121.3,5
Skoda Rapid,Skoda,Rapid,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5
Ford Figo,Ford,Figo,10,123000,Individual,Diesel,Manual,20.0,1399,68.0,5
Hyundai Venue,Hyundai,Venue,1,5000,Individual,Petrol,Automatic,18.15,998,118.35,5
Hyundai i20,Hyundai,i20,6,18000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Ford Figo,Ford,Figo,10,82000,Individual,Diesel,Manual,20.0,1399,68.0,5
Toyota Innova,Toyota,Innova,5,51000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Renault KWID,Renault,KWID,5,87000,Dealer,Petrol,Manual,22.3,799,53.26,5
Maruti Vitara,Maruti,Vitara,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Maruti Vitara,Maruti,Vitara,2,12000,Dealer,Diesel,Automatic,24.3,1248,88.5,5
Toyota Fortuner,Toyota,Fortuner,6,120000,Individual,Diesel,Manual,12.55,2982,168.5,7
Maruti Swift Dzire,Maruti,Swift Dzire,2,7000,Dealer,Diesel,Manual,28.4,1248,74.02,5
Hyundai i20,Hyundai,i20,4,64000,Individual,Diesel,Manual,22.54,1396,88.73,5
Hyundai Creta,Hyundai,Creta,3,24000,Dealer,Diesel,Automatic,17.6,1582,126.2,5
Maruti Ciaz,Maruti,Ciaz,5,32568,Dealer,Diesel,Manual,28.09,1248,88.5,5
Hyundai Verna,Hyundai,Verna,2,30000,Individual,Diesel,Manual,24.0,1396,88.76,5
Jaguar XE,Jaguar,XE,2,25000,Individual,Diesel,Automatic,13.6,1999,177.0,5
Maruti Ciaz,Maruti,Ciaz,6,30000,Individual,Petrol,Manual,20.73,1373,91.1,5
Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5
Maruti Ignis,Maruti,Ignis,4,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5
Ford Ecosport,Ford,Ecosport,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,6,115000,Dealer,Diesel,Automatic,11.3,2987,254.8,7
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5
Tata Nexon,Tata,Nexon,3,80000,Dealer,Diesel,Manual,21.5,1497,108.5,5
Toyota Innova,Toyota,Innova,2,26000,Dealer,Diesel,Manual,13.68,2393,147.8,7
Volkswagen Vento,Volkswagen,Vento,7,69000,Dealer,Petrol,Automatic,16.93,1197,103.2,5
Datsun RediGO,Datsun,RediGO,4,10000,Individual,Petrol,Manual,22.7,799,53.64,5
Maruti Swift,Maruti,Swift,6,78000,Dealer,Petrol,Manual,18.6,1197,85.8,5
Porsche Cayenne,Porsche,Cayenne,9,87000,Dealer,Diesel,Automatic,15.15,2967,240.0,5
Volkswagen Vento,Volkswagen,Vento,9,78762,Dealer,Petrol,Manual,15.04,1598,103.6,5
Hyundai Santro,Hyundai,Santro,10,38000,Dealer,Petrol,Manual,17.92,1086,62.1,5
Hyundai Verna,Hyundai,Verna,4,46000,Dealer,Diesel,Manual,24.8,1396,88.7,5
Tata Hexa,Tata,Hexa,3,44000,Dealer,Diesel,Automatic,17.6,2179,153.86,7
Maruti Wagon R,Maruti,Wagon R,7,27000,Dealer,Petrol,Manual,21.5,1197,81.8,5
Maruti Ertiga,Maruti,Ertiga,5,37000,Individual,Diesel,Manual,24.52,1248,88.5,7
Maruti Celerio,Maruti,Celerio,3,28314,Dealer,Petrol,Manual,23.1,998,67.04,5
BMW 5,BMW,5,6,65000,Dealer,Diesel,Automatic,18.12,1995,190.0,5
Hyundai Grand,Hyundai,Grand,7,44500,Dealer,Petrol,Manual,18.9,1197,81.86,5
Honda City,Honda,City,11,50000,Individual,Petrol,Automatic,16.8,1497,118.0,5
Hyundai i20,Hyundai,i20,10,50000,Dealer,Petrol,Manual,18.5,1197,80.0,5
Maruti Alto,Maruti,Alto,12,46500,Individual,Petrol,Manual,19.7,796,46.3,5
Maruti Baleno,Maruti,Baleno,6,25800,Dealer,Petrol,Manual,21.4,1197,83.1,5
Toyota Camry,Toyota,Camry,13,138000,Dealer,Petrol,Automatic,12.1,2362,164.7,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5
Kia Seltos,Kia,Seltos,2,7000,Individual,Petrol,Manual,16.1,1353,138.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,46000,Individual,Diesel,Manual,28.4,1248,74.02,5
Honda Civic,Honda,Civic,11,56000,Dealer,Petrol,Manual,14.8,1799,130.2,5
Maruti Alto,Maruti,Alto,9,52865,Dealer,Petrol,Manual,23.95,998,67.05,5
Maruti Baleno,Maruti,Baleno,6,70000,Individual,Petrol,Manual,21.4,1197,83.1,5
Hyundai Creta,Hyundai,Creta,3,25000,Individual,Diesel,Manual,20.5,1582,126.2,5
Maruti Swift,Maruti,Swift,6,30000,Individual,Diesel,Manual,25.2,1248,74.0,5
Honda Amaze,Honda,Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5
Datsun RediGO,Datsun,RediGO,5,50000,Individual,Petrol,Manual,22.7,799,53.64,5
Kia Seltos,Kia,Seltos,2,6000,Individual,Petrol,Manual,16.1,1353,138.0,5
Renault KWID,Renault,KWID,4,35914,Dealer,Petrol,Manual,23.01,999,67.0,5
Audi A4,Audi,A4,8,33000,Dealer,Diesel,Automatic,17.11,1968,174.33,5
Tata Safari,Tata,Safari,8,98000,Individual,Diesel,Manual,14.0,2179,138.1,7
Hyundai Verna,Hyundai,Verna,3,32000,Dealer,Diesel,Automatic,22.0,1582,126.2,5
Mahindra Thar,Mahindra,Thar,3,22000,Dealer,Diesel,Manual,16.55,2498,105.0,6
Maruti Baleno,Maruti,Baleno,3,33000,Dealer,Petrol,Manual,21.01,1197,81.8,5
Renault KWID,Renault,KWID,4,31851,Dealer,Petrol,Manual,25.17,799,53.3,5
Mahindra XUV500,Mahindra,XUV500,6,80000,Individual,Diesel,Automatic,16.0,2179,140.0,7
Mahindra XUV500,Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7
Hyundai Verna,Hyundai,Verna,15,120000,Individual,Diesel,Manual,18.1,1493,110.0,5
Renault KWID,Renault,KWID,6,30000,Individual,Petrol,Manual,25.17,799,53.3,5
Volkswagen Vento,Volkswagen,Vento,3,16000,Dealer,Petrol,Manual,16.09,1598,103.5,5
Audi A6,Audi,A6,9,90000,Individual,Diesel,Automatic,17.68,1968,174.33,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,59000,Dealer,Diesel,Automatic,28.4,1248,74.02,5
Honda CR-V,Honda,CR-V,17,87000,Dealer,Petrol,Automatic,13.7,1997,153.86,5
Maruti Ertiga,Maruti,Ertiga,7,127731,Dealer,Diesel,Manual,20.77,1248,88.8,7
Hyundai i20,Hyundai,i20,6,69482,Dealer,Petrol,Manual,18.6,1197,81.83,5
Hyundai Verna,Hyundai,Verna,9,58000,Dealer,Diesel,Manual,22.32,1582,126.32,5
Hyundai Verna,Hyundai,Verna,9,177000,Individual,Diesel,Manual,22.32,1582,126.32,5
Datsun GO,Datsun,GO,3,22000,Dealer,Petrol,Manual,19.44,1198,67.0,7
Tata Tiago,Tata,Tiago,3,42000,Dealer,Petrol,Manual,23.84,1199,84.0,5
Honda City,Honda,City,14,78948,Dealer,Petrol,Manual,17.8,1498,119.35,5
Maruti Ignis,Maruti,Ignis,2,9343,Dealer,Petrol,Automatic,20.89,1197,81.8,5
Hyundai Creta,Hyundai,Creta,3,19000,Individual,Diesel,Manual,20.5,1582,126.2,5
Maruti Ciaz,Maruti,Ciaz,6,40000,Dealer,Petrol,Manual,20.73,1373,91.1,5
Honda Amaze,Honda,Amaze,3,40000,Dealer,Diesel,Manual,25.8,1498,98.6,5
Maruti Vitara,Maruti,Vitara,4,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Ford Aspire,Ford,Aspire,6,41000,Dealer,Diesel,Manual,25.83,1498,99.0,5
Hyundai i20,Hyundai,i20,4,9653,Dealer,Petrol,Manual,18.6,1197,81.83,5
Mahindra KUV100,Mahindra,KUV100,3,15000,Individual,Petrol,Manual,18.15,1198,82.0,6
Toyota Innova,Toyota,Innova,15,99100,Dealer,Diesel,Manual,12.8,2494,102.0,8
Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Maruti Ciaz,Maruti,Ciaz,3,37000,Individual,Petrol,Manual,21.56,1462,103.25,5
Honda Amaze,Honda,Amaze,5,56348,Dealer,Petrol,Manual,17.8,1198,86.7,5
Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5
Toyota Fortuner,Toyota,Fortuner,3,25344,Dealer,Diesel,Automatic,12.9,2755,174.5,7
Maruti Alto,Maruti,Alto,5,15000,Individual,Petrol,Manual,24.7,796,47.3,5
Tata Safari,Tata,Safari,6,65000,Dealer,Diesel,Manual,14.0,2179,138.1,7
Mercedes-Benz CLS,Mercedes-Benz,CLS,2,6000,Dealer,Diesel,Automatic,19.0,1950,241.3,5
Hyundai i20,Hyundai,i20,2,30000,Individual,Petrol,Manual,17.19,1197,81.86,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Dealer,Petrol,Automatic,22.0,1197,81.8,5
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,20.5,1582,126.2,5
Maruti Ciaz,Maruti,Ciaz,7,45498,Dealer,Diesel,Manual,26.21,1248,88.5,5
Ford Aspire,Ford,Aspire,5,55000,Individual,Petrol,Manual,18.16,1196,86.8,5
Toyota Yaris,Toyota,Yaris,3,18280,Dealer,Petrol,Manual,17.1,1496,105.5,5
BMW X1,BMW,X1,5,50000,Dealer,Diesel,Automatic,20.68,1995,188.0,5
Ford Figo,Ford,Figo,9,115000,Dealer,Diesel,Manual,20.0,1399,68.0,5
Tata Safari,Tata,Safari,4,50000,Individual,Diesel,Manual,14.1,2179,147.94,7
Honda WR-V,Honda,WR-V,3,15299,Dealer,Diesel,Manual,25.5,1498,98.6,5
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Hyundai i20,Hyundai,i20,5,15000,Dealer,Diesel,Manual,21.19,1396,88.76,5
Volkswagen Polo,Volkswagen,Polo,8,55000,Dealer,Petrol,Automatic,17.2,1197,103.6,5
Tata Nexon,Tata,Nexon,2,20000,Individual,Diesel,Manual,21.5,1497,108.5,5
Audi A4,Audi,A4,11,60000,Dealer,Diesel,Automatic,16.55,1968,140.0,5
Tata Tigor,Tata,Tigor,3,10000,Individual,Petrol,Manual,20.3,1199,84.0,5
Honda City,Honda,City,12,66000,Dealer,Petrol,Manual,17.0,1497,118.0,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204.0,5
Hyundai i20,Hyundai,i20,7,110000,Individual,Petrol,Manual,18.6,1197,81.83,5
Honda Amaze,Honda,Amaze,8,31497,Dealer,Petrol,Manual,18.0,1198,86.7,5
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,57000,Dealer,Petrol,Automatic,10.13,3498,364.9,5
Ford Ecosport,Ford,Ecosport,5,47935,Dealer,Petrol,Automatic,14.7,1496,120.69,5
Audi A4,Audi,A4,4,38000,Dealer,Diesel,Automatic,18.25,1968,187.74,5
Renault KWID,Renault,KWID,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5
Honda WR-V,Honda,WR-V,3,19000,Individual,Petrol,Manual,17.5,1199,88.7,5
Hyundai i20,Hyundai,i20,9,55000,Dealer,Petrol,Manual,17.0,1197,80.0,5
Kia Seltos,Kia,Seltos,2,20999,Dealer,Petrol,Manual,16.1,1353,138.0,5
Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,22.74,796,47.3,5
Maruti Wagon R,Maruti,Wagon R,5,49000,Dealer,CNG,Manual,26.6,998,58.16,5
Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5
Toyota Innova,Toyota,Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100.0,8
Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.6,8
Volkswagen Polo,Volkswagen,Polo,8,101840,Dealer,Diesel,Manual,22.07,1199,73.9,5
Maruti Baleno,Maruti,Baleno,4,50898,Dealer,Petrol,Manual,21.01,1197,81.8,5
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5
Renault Duster,Renault,Duster,7,53190,Dealer,Diesel,Manual,19.01,1461,108.45,5
Honda Civic,Honda,Civic,13,110000,Individual,Petrol,Manual,13.5,1799,130.0,5
Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5
Honda City,Honda,City,7,63351,Dealer,Diesel,Manual,26.0,1498,98.6,5
Hyundai Creta,Hyundai,Creta,1,15000,Individual,Diesel,Manual,22.1,1396,88.7,5
Honda Jazz,Honda,Jazz,2,7000,Dealer,Petrol,Automatic,19.0,1199,88.7,5
Maruti Swift,Maruti,Swift,9,76000,Dealer,Diesel,Manual,22.9,1248,74.0,5
Hyundai i10,Hyundai,i10,8,34579,Dealer,Petrol,Manual,20.36,1197,78.9,5
Maruti Celerio,Maruti,Celerio,6,36000,Dealer,Petrol,Automatic,23.1,998,67.04,5
Honda City,Honda,City,6,90000,Individual,Diesel,Manual,26.0,1498,98.6,5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,35000,Dealer,Petrol,Automatic,12.0,1991,184.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,85000,Dealer,Diesel,Manual,19.3,1248,73.9,5
Toyota Innova,Toyota,Innova,3,11000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Hyundai i20,Hyundai,i20,5,61000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Honda City,Honda,City,11,49000,Dealer,Petrol,Manual,17.4,1497,117.6,5
Toyota Innova,Toyota,Innova,11,105000,Dealer,Petrol,Manual,12.4,1998,132.0,8
Hyundai Verna,Hyundai,Verna,10,110000,Individual,Diesel,Manual,22.32,1582,126.32,5
Maruti Ignis,Maruti,Ignis,4,32000,Dealer,Diesel,Manual,26.8,1248,74.0,5
Mahindra Scorpio,Mahindra,Scorpio,7,100000,Dealer,Diesel,Manual,12.05,2179,120.0,8
Toyota Innova,Toyota,Innova,2,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Maruti Alto,Maruti,Alto,13,30008,Dealer,Petrol,Manual,19.7,796,46.3,5
Toyota Innova,Toyota,Innova,4,110000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,65000,Dealer,Diesel,Automatic,13.0,2143,201.1,5
Hyundai Grand,Hyundai,Grand,4,47000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Individual,Petrol,Manual,20.85,1197,83.14,5
Honda Jazz,Honda,Jazz,5,56214,Dealer,Diesel,Manual,27.3,1498,98.6,5
Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5
Mahindra XUV500,Mahindra,XUV500,6,70000,Individual,Diesel,Manual,15.1,2179,140.0,7
Mahindra XUV500,Mahindra,XUV500,3,60000,Individual,Diesel,Manual,16.0,1997,140.0,7
Hyundai i10,Hyundai,i10,11,52221,Dealer,Petrol,Manual,20.36,1197,78.9,5
Hyundai i20,Hyundai,i20,11,60000,Individual,Petrol,Manual,17.0,1197,80.0,5
Honda WR-V,Honda,WR-V,2,10000,Individual,Diesel,Manual,25.5,1498,98.6,5
Maruti Swift,Maruti,Swift,9,85508,Dealer,Petrol,Manual,18.6,1197,85.8,5
Maruti Eeco,Maruti,Eeco,10,93456,Dealer,Petrol,Manual,15.37,1196,73.0,7
Mini Cooper,Mini,Cooper,9,24000,Dealer,Petrol,Automatic,17.33,1998,189.08,4
Maruti Ciaz,Maruti,Ciaz,4,25000,Individual,Diesel,Manual,28.09,1248,88.5,5
Mahindra XUV500,Mahindra,XUV500,4,60000,Dealer,Diesel,Manual,15.1,2179,152.87,7
BMW 3,BMW,3,6,35000,Dealer,Diesel,Automatic,22.69,1995,190.0,5
Lexus ES,Lexus,ES,4,34000,Dealer,Petrol,Automatic,22.37,2487,214.56,5
Hyundai i20,Hyundai,i20,5,50000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Hyundai Grand,Hyundai,Grand,5,70000,Individual,Petrol,Manual,18.9,1197,82.0,5
Hyundai Grand,Hyundai,Grand,5,28000,Dealer,Petrol,Automatic,18.9,1197,82.0,5
Hyundai Grand,Hyundai,Grand,4,54264,Dealer,Petrol,Manual,18.9,1197,81.86,5
Toyota Innova,Toyota,Innova,6,51000,Dealer,Diesel,Manual,12.99,2494,100.6,7
Maruti Ertiga,Maruti,Ertiga,8,39000,Individual,Diesel,Manual,20.77,1248,88.8,7
Hyundai Verna,Hyundai,Verna,8,64000,Dealer,Petrol,Manual,17.01,1591,121.3,5
Honda Amaze,Honda,Amaze,6,42012,Dealer,Petrol,Manual,18.6,1199,88.76,5
Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,18.15,1198,82.0,5
Mahindra Scorpio,Mahindra,Scorpio,4,36000,Dealer,Diesel,Manual,15.4,1997,120.0,7
Hyundai i10,Hyundai,i10,11,80000,Dealer,Petrol,Manual,19.81,1086,68.05,5
Mahindra Thar,Mahindra,Thar,4,44000,Dealer,Diesel,Manual,16.55,2498,105.0,6
Toyota Innova,Toyota,Innova,3,135000,Dealer,Diesel,Automatic,11.36,2755,171.5,8
Renault Duster,Renault,Duster,8,70931,Dealer,Diesel,Manual,19.01,1461,108.45,5
Toyota Innova,Toyota,Innova,2,10000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Mahindra XUV500,Mahindra,XUV500,7,43000,Dealer,Diesel,Manual,15.1,2179,140.0,7
Mahindra XUV500,Mahindra,XUV500,3,20306,Dealer,Diesel,Automatic,15.1,2179,152.87,7
Ford Ecosport,Ford,Ecosport,2,19375,Dealer,Petrol,Automatic,14.8,1497,121.36,5
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3,12000,Dealer,Diesel,Automatic,17.9,2143,167.6,5
Hyundai Grand,Hyundai,Grand,4,15000,Dealer,Petrol,Automatic,18.9,1197,82.0,5
Datsun RediGO,Datsun,RediGO,5,35000,Individual,Petrol,Manual,22.7,799,53.64,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,55000,Dealer,Petrol,Manual,20.85,1197,83.14,5
Maruti Vitara,Maruti,Vitara,5,45417,Dealer,Diesel,Manual,24.3,1248,88.5,5
Hyundai i20,Hyundai,i20,8,47000,Dealer,Petrol,Manual,17.0,1197,80.0,5
Renault KWID,Renault,KWID,5,64000,Dealer,Petrol,Manual,22.3,799,53.26,5
Honda City,Honda,City,6,23461,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Toyota Innova,Toyota,Innova,5,108000,Dealer,Diesel,Manual,12.99,2494,100.6,8
Hyundai Elantra,Hyundai,Elantra,8,60000,Dealer,Diesel,Automatic,19.5,1582,126.24,5
Honda City,Honda,City,6,29000,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Maruti Alto,Maruti,Alto,11,69000,Dealer,Petrol,Manual,20.92,998,67.1,5
Hyundai i10,Hyundai,i10,10,74953,Dealer,Petrol,Manual,20.36,1197,78.9,5
Hyundai Grand,Hyundai,Grand,3,18000,Individual,Petrol,Manual,18.9,1197,81.86,5
Maruti Vitara,Maruti,Vitara,2,27200,Dealer,Diesel,Automatic,24.3,1248,88.5,5
Honda City,Honda,City,5,21446,Dealer,Petrol,Manual,16.8,1497,116.3,5
Datsun GO,Datsun,GO,4,35000,Individual,Petrol,Manual,19.44,1198,67.0,7
Hyundai i20,Hyundai,i20,7,10000,Individual,Petrol,Manual,18.6,1197,81.83,5
Ford Freestyle,Ford,Freestyle,3,40000,Individual,Petrol,Manual,19.0,1194,94.68,5
Maruti Wagon R,Maruti,Wagon R,4,38000,Dealer,Petrol,Manual,20.51,998,67.04,5
Honda City,Honda,City,11,55000,Dealer,Petrol,Manual,17.0,1497,118.0,5
Honda Amaze,Honda,Amaze,2,15787,Dealer,Petrol,Manual,18.0,1198,86.7,5
Kia Seltos,Kia,Seltos,1,9000,Dealer,Diesel,Automatic,17.8,1493,113.4,5
Maruti Swift,Maruti,Swift,14,75000,Dealer,Petrol,Manual,16.1,1298,88.2,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,52433,Dealer,Diesel,Manual,23.4,1248,74.0,5
Maruti Swift,Maruti,Swift,5,110000,Individual,Diesel,Manual,25.2,1248,74.0,5
Tata Tiago,Tata,Tiago,2,35000,Individual,Diesel,Manual,27.28,1047,69.0,5
Ford Ecosport,Ford,Ecosport,3,29000,Dealer,Diesel,Manual,21.7,1498,98.96,5
Maruti Baleno,Maruti,Baleno,4,57241,Dealer,Diesel,Manual,27.39,1248,74.0,5
Maruti Swift,Maruti,Swift,9,60000,Dealer,Diesel,Manual,22.9,1248,74.0,5
Maruti Swift,Maruti,Swift,11,87000,Individual,Diesel,Manual,17.8,1248,75.0,5
