car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Volkswagen Polo,Volkswagen,Polo,8,83500,Dealer,Diesel,Manual,15.11,1598,103.6,5,532427
Maruti Baleno,Maruti,Baleno,3,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,678020
Volkswagen Polo,Volkswagen,Polo,5,38060,Dealer,Petrol,Automatic,17.21,1197,103.5,5,667730
Hyundai Venue,Hyundai,Venue,2,25000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1068713
Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,725002
Mahindra Marazzo,Mahindra,Marazzo,1,20000,Individual,Diesel,Manual,17.3,1497,121.0,7,1105825
Honda Jazz,Honda,Jazz,5,52062,Dealer,Petrol,Manual,18.2,1199,88.7,5,543290
Hyundai i10,Hyundai,i10,11,45000,Dealer,Petrol,Manual,20.36,1197,78.9,5,285610
Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Manual,23.1,998,67.04,5,382300
Maruti Swift,Maruti,Swift,13,65123,Dealer,Diesel,Manual,17.8,1248,75.0,5,243645
Mahindra Marazzo,Mahindra,Marazzo,2,50000,Individual,Diesel,Manual,17.3,1497,121.0,8,1226620
Maruti Swift Dzire,Maruti,Swift Dzire,5,73000,Individual,Petrol,Manual,20.85,1197,83.14,5,555602
Maruti Vitara,Maruti,Vitara,5,120000,Individual,Diesel,Manual,24.3,1248,88.5,5,699459
BMW 5,BMW,5,4,18000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,3442500
Hyundai i20,Hyundai,i20,9,60000,Dealer,Petrol,Manual,18.5,1197,80.0,5,327780
Mahindra Bolero,Mahindra,Bolero,3,43214,Dealer,Diesel,Manual,15.96,2523,62.1,7,666800
Hyundai Tucson,Hyundai,Tucson,3,12000,Dealer,Petrol,Automatic,12.95,1999,152.88,5,2144930
Tata Tigor,Tata,Tigor,3,30000,Individual,Diesel,Manual,24.7,1047,69.0,5,602040
Renault KWID,Renault,KWID,3,8000,Dealer,Petrol,Automatic,24.04,999,67.0,5,430480
Maruti Swift,Maruti,Swift,3,47000,Dealer,Diesel,Manual,28.4,1248,74.0,5,764150
Honda Jazz,Honda,Jazz,5,49000,Dealer,Petrol,Manual,16.6,1199,88.51,5,585990
Audi A6,Audi,A6,7,56000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1806252
Hyundai Grand,Hyundai,Grand,6,50283,Dealer,Petrol,Manual,18.9,1197,82.0,5,445730
Renault Duster,Renault,Duster,8,67000,Dealer,Diesel,Manual,19.87,1461,83.8,5,433550
Maruti Ciaz,Maruti,Ciaz,5,22000,Individual,Petrol,Manual,20.73,1373,91.1,5,671360
Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,271754
Honda City,Honda,City,7,220000,Dealer,Diesel,Manual,26.0,1498,98.6,5,487212
Maruti Alto,Maruti,Alto,7,35000,Individual,Petrol,Manual,23.95,998,67.05,5,261039
Audi A6,Audi,A6,8,51000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1653673
Maruti Celerio,Maruti,Celerio,4,31000,Dealer,Petrol,Manual,21.63,998,67.04,5,454260
Renault KWID,Renault,KWID,6,68000,Dealer,Petrol,Manual,25.17,799,53.3,5,316640
Maruti Alto,Maruti,Alto,6,85000,Individual,Petrol,Manual,22.74,796,47.3,5,238750
Lexus ES,Lexus,ES,4,33000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,3793930
Maruti Baleno,Maruti,Baleno,3,9248,Dealer,Petrol,Automatic,21.4,1197,83.1,5,742295
Hyundai i20,Hyundai,i20,4,33230,Dealer,Petrol,Manual,18.6,1197,81.83,5,634125
Honda City,Honda,City,5,55055,Dealer,Petrol,Manual,17.8,1497,117.3,5,658850
Maruti Wagon R,Maruti,Wagon R,13,108000,Individual,LPG,Manual,17.3,1061,57.5,5,145283
Maruti Celerio,Maruti,Celerio,7,35000,Individual,Petrol,Manual,23.1,998,67.04,5,352250
Honda Civic,Honda,Civic,2,21000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2026057
Maruti Wagon R,Maruti,Wagon R,13,70000,Individual,LPG,Manual,17.3,1061,57.5,5,157497
BMW 5,BMW,5,13,50000,Dealer,Petrol,Automatic,10.8,2497,215.0,5,871130
Ford Figo,Ford,Figo,11,161728,Dealer,Petrol,Manual,15.6,1196,70.0,5,233470
Hyundai Creta,Hyundai,Creta,2,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1423550
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,24.7,796,47.3,5,246866
Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,682492
Tata Safari,Tata,Safari,9,100000,Individual,Diesel,Manual,11.57,2179,138.1,7,319750
Hyundai i20,Hyundai,i20,3,34000,Individual,Petrol,Manual,18.6,1197,81.83,5,628688
Honda Amaze,Honda,Amaze,7,46000,Individual,Petrol,Manual,18.0,1198,86.7,5,393353
Maruti Swift Dzire,Maruti,Swift Dzire,9,68600,Individual,Diesel,Manual,28.4,1248,74.02,5,425720
Toyota Innova,Toyota,Innova,4,70000,Individual,Diesel,Manual,13.68,2393,147.8,8,1541020
Honda City,Honda,City,9,65000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,450750
Hyundai Grand,Hyundai,Grand,2,10000,Individual,Petrol,Automatic,20.7,1197,81.86,5,635690
Maruti Ciaz,Maruti,Ciaz,3,27000,Dealer,Diesel,Manual,28.09,1248,88.5,5,884580
Hyundai Grand,Hyundai,Grand,6,52627,Dealer,Diesel,Manual,24.0,1120,70.0,5,406920
Hyundai i20,Hyundai,i20,6,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,494627
Hyundai Grand,Hyundai,Grand,6,49000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,470140
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,538310
Maruti Wagon R,Maruti,Wagon R,13,84915,Dealer,LPG,Manual,17.3,1061,57.5,5,198848
Hyundai Verna,Hyundai,Verna,4,72000,Dealer,Diesel,Manual,24.0,1396,88.76,5,771947
Volkswagen Polo,Volkswagen,Polo,8,73000,Dealer,Diesel,Manual,22.07,1199,73.9,5,471840
Tata Tigor,Tata,Tigor,3,35000,Individual,Petrol,Manual,20.3,1199,84.0,5,523130
Maruti Swift Dzire,Maruti,Swift Dzire,9,66581,Dealer,Petrol,Automatic,17.4,1197,85.8,5,372040
Ford Ecosport,Ford,Ecosport,2,18500,Individual,Petrol,Manual,17.0,1497,121.31,5,949268
Hyundai Verna,Hyundai,Verna,9,85000,Dealer,Diesel,Manual,22.32,1582,126.32,5,501570
Hyundai i20,Hyundai,i20,7,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,528356
Toyota Glanza,Toyota,Glanza,2,10000,Individual,Petrol,Manual,21.01,1197,81.8,5,771210
Maruti Vitara,Maruti,Vitara,2,26000,Dealer,Diesel,Manual,24.3,1248,88.5,5,879580
Renault Duster,Renault,Duster,6,56308,Dealer,Diesel,Manual,20.45,1461,83.8,5,535760
Maruti Swift,Maruti,Swift,6,34000,Dealer,Petrol,Manual,16.1,1197,85.0,5,489560
Tata Tiago,Tata,Tiago,3,42000,Dealer,Diesel,Manual,27.28,1047,69.0,5,430580
Honda Jazz,Honda,Jazz,3,40000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,709330
Skoda Rapid,Skoda,Rapid,8,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5,340850
Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5,406885
Renault Duster,Renault,Duster,7,61125,Dealer,Diesel,Manual,19.64,1461,108.45,5,492890
Maruti Dzire VXI,Maruti,Dzire VXI,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,689450
Renault KWID,Renault,KWID,4,19200,Dealer,Petrol,Automatic,24.04,999,67.0,5,382210
Maruti Alto,Maruti,Alto,3,35000,Dealer,Petrol,Manual,24.7,796,47.3,5,336850
Mahindra Scorpio,Mahindra,Scorpio,1,15000,Individual,Diesel,Manual,15.4,2523,75.0,7,961860
Jaguar XF,Jaguar,XF,6,60000,Individual,Diesel,Automatic,16.36,2179,187.7,5,2509650
Hyundai Creta,Hyundai,Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1123679
Hyundai Verna,Hyundai,Verna,12,110000,Individual,Petrol,Manual,13.9,1599,103.2,5,232250
BMW 7,BMW,7,6,24501,Dealer,Diesel,Automatic,16.46,2993,258.0,5,5063290
Maruti Swift Dzire,Maruti,Swift Dzire,5,41000,Dealer,Petrol,Manual,22.0,1197,81.8,5,556470
Maruti Swift Dzire,Maruti,Swift Dzire,6,112000,Individual,Diesel,Manual,26.59,1248,74.0,5,460700
Maruti Swift Dzire,Maruti,Swift Dzire,6,56000,Dealer,Petrol,Manual,20.85,1197,83.14,5,471350
Honda City,Honda,City,6,66996,Dealer,Petrol,Manual,17.4,1497,117.6,5,597560
BMW 3,BMW,3,9,34000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1263800
Honda Amaze,Honda,Amaze,7,43000,Dealer,Diesel,Manual,25.8,1498,98.6,5,357390
Maruti Swift,Maruti,Swift,8,37000,Dealer,Petrol,Manual,18.6,1197,85.8,5,378280
Hyundai Grand,Hyundai,Grand,3,41000,Dealer,CNG,Manual,18.9,1197,65.39,5,513050
Maruti Swift Dzire,Maruti,Swift Dzire,4,10000,Dealer,Petrol,Manual,21.21,1197,81.8,5,663895
Renault Duster,Renault,Duster,3,48133,Dealer,Petrol,Automatic,14.99,1498,104.5,5,977740
Maruti Alto,Maruti,Alto,15,100785,Individual,Petrol,Manual,19.7,796,46.3,5,118732
Maruti Wagon R,Maruti,Wagon R,6,27000,Dealer,Petrol,Automatic,21.5,1197,81.8,5,383320
Maruti Ciaz,Maruti,Ciaz,6,48767,Dealer,Diesel,Manual,26.21,1248,88.5,5,571713
Maruti Celerio,Maruti,Celerio,4,68000,Dealer,CNG,Manual,30.47,998,58.33,5,439010
Renault KWID,Renault,KWID,5,23000,Dealer,Petrol,Manual,22.3,799,53.26,5,331020
Mahindra Scorpio,Mahindra,Scorpio,11,95000,Individual,Diesel,Automatic,11.79,2179,120.0,8,493565
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,125512
Ford Ecosport,Ford,Ecosport,4,94500,Dealer,Diesel,Manual,21.7,1498,98.96,5,721380
Hyundai Verna,Hyundai,Verna,11,70000,Dealer,Petrol,Manual,16.2,1599,103.2,5,279170
Mahindra Bolero,Mahindra,Bolero,4,68000,Dealer,Diesel,Manual,16.5,1493,70.0,7,646522
Maruti Wagon R,Maruti,Wagon R,14,89000,Dealer,Petrol,Manual,18.9,998,67.1,5,185290
BMW 5,BMW,5,4,31000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,3247600
Renault KWID,Renault,KWID,2,2500,Individual,Petrol,Manual,23.01,999,67.0,5,423313
Maruti Wagon R,Maruti,Wagon R,11,45000,Dealer,Petrol,Manual,18.9,998,67.1,5,220420
Hyundai Grand,Hyundai,Grand,6,21000,Dealer,Petrol,Manual,18.9,1197,82.0,5,502462
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,56000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,980619
Maruti Vitara,Maruti,Vitara,4,32000,Dealer,Diesel,Manual,24.3,1248,88.5,5,868802
Mahindra Bolero,Mahindra,Bolero,6,65211,Dealer,Diesel,Manual,15.96,2523,62.1,7,600990
Honda Jazz,Honda,Jazz,5,44480,Dealer,Petrol,Automatic,19.0,1199,88.7,5,686550
Maruti Swift,Maruti,Swift,6,38000,Dealer,Petrol,Manual,22.0,1197,81.8,5,481290
Hyundai Santro,Hyundai,Santro,13,60000,Dealer,Petrol,Manual,17.8,1086,63.0,5,115430
Renault KWID,Renault,KWID,4,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5,388551
Hyundai Verna,Hyundai,Verna,4,28000,Dealer,Diesel,Manual,23.9,1582,126.2,5,885740
Ford Figo,Ford,Figo,10,40000,Individual,Petrol,Manual,15.6,1196,70.0,5,260850
Honda City,Honda,City,3,29006,Dealer,Petrol,Manual,17.4,1497,117.6,5,865178
Volkswagen Polo,Volkswagen,Polo,5,29000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,698440
Maruti Alto,Maruti,Alto,12,73000,Dealer,Petrol,Manual,19.7,796,46.3,5,164783
Maruti Celerio,Maruti,Celerio,4,18400,Dealer,Petrol,Automatic,21.63,998,67.04,5,495910
Toyota Innova,Toyota,Innova,14,118000,Dealer,Diesel,Manual,12.8,2494,102.0,7,384540
Maruti Ertiga,Maruti,Ertiga,8,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,478179
Honda City,Honda,City,6,83000,Dealer,Diesel,Manual,26.0,1498,98.6,5,604730
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,19.7,796,46.3,5,177789
Maruti Ertiga,Maruti,Ertiga,3,42000,Dealer,CNG,Manual,17.5,1373,80.46,7,811730
Volkswagen Vento,Volkswagen,Vento,6,53000,Dealer,Petrol,Automatic,16.93,1197,103.2,5,592600
Volkswagen Polo,Volkswagen,Polo,2,47000,Individual,Diesel,Manual,20.14,1498,88.5,5,870807
Maruti Ertiga,Maruti,Ertiga,9,76000,Dealer,Diesel,Manual,25.47,1248,88.5,7,554310
Maruti Wagon R,Maruti,Wagon R,9,51000,Individual,Petrol,Manual,18.9,998,67.1,5,257246
Hyundai Creta,Hyundai,Creta,5,8500,Dealer,Petrol,Manual,15.29,1591,121.3,5,929428
Skoda Rapid,Skoda,Rapid,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5,331990
Ford Figo,Ford,Figo,10,123000,Individual,Diesel,Manual,20.0,1399,68.0,5,178183
Hyundai Venue,Hyundai,Venue,1,5000,Individual,Petrol,Automatic,18.15,998,118.35,5,1130600
Hyundai i20,Hyundai,i20,6,18000,Dealer,Petrol,Manual,18.6,1197,81.83,5,578440
Ford Figo,Ford,Figo,10,82000,Individual,Diesel,Manual,20.0,1399,68.0,5,180810
Toyota Innova,Toyota,Innova,5,51000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1682080
Renault KWID,Renault,KWID,5,87000,Dealer,Petrol,Manual,22.3,799,53.26,5,284260
Maruti Vitara,Maruti,Vitara,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,778189
Maruti Vitara,Maruti,Vitara,2,12000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1039890
Toyota Fortuner,Toyota,Fortuner,6,120000,Individual,Diesel,Manual,12.55,2982,168.5,7,1906850
Maruti Swift Dzire,Maruti,Swift Dzire,2,7000,Dealer,Diesel,Manual,28.4,1248,74.02,5,854720
Hyundai i20,Hyundai,i20,4,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,683570
Hyundai Creta,Hyundai,Creta,3,24000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1289190
Maruti Ciaz,Maruti,Ciaz,5,32568,Dealer,Diesel,Manual,28.09,1248,88.5,5,598560
Hyundai Verna,Hyundai,Verna,2,30000,Individual,Diesel,Manual,24.0,1396,88.76,5,940708
Jaguar XE,Jaguar,XE,2,25000,Individual,Diesel,Automatic,13.6,1999,177.0,5,3301010
Maruti Ciaz,Maruti,Ciaz,6,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,669697
Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,497370
Maruti Ignis,Maruti,Ignis,4,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,567783
Ford Ecosport,Ford,Ecosport,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,757833
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,6,115000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3633925
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,161835
Tata Nexon,Tata,Nexon,3,80000,Dealer,Diesel,Manual,21.5,1497,108.5,5,771980
Toyota Innova,Toyota,Innova,2,26000,Dealer,Diesel,Manual,13.68,2393,147.8,7,2027610
Volkswagen Vento,Volkswagen,Vento,7,69000,Dealer,Petrol,Automatic,16.93,1197,103.2,5,561940
Datsun RediGO,Datsun,RediGO,4,10000,Individual,Petrol,Manual,22.7,799,53.64,5,253143
Maruti Swift,Maruti,Swift,6,78000,Dealer,Petrol,Manual,18.6,1197,85.8,5,461012
Porsche Cayenne,Porsche,Cayenne,9,87000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,2339020
Volkswagen Vento,Volkswagen,Vento,9,78762,Dealer,Petrol,Manual,15.04,1598,103.6,5,466960
Hyundai Santro,Hyundai,Santro,10,38000,Dealer,Petrol,Manual,17.92,1086,62.1,5,222410
Hyundai Verna,Hyundai,Verna,4,46000,Dealer,Diesel,Manual,24.8,1396,88.7,5,749818
Tata Hexa,Tata,Hexa,3,44000,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1368800
Maruti Wagon R,Maruti,Wagon R,7,27000,Dealer,Petrol,Manual,21.5,1197,81.8,5,402960
Maruti Ertiga,Maruti,Ertiga,5,37000,Individual,Diesel,Manual,24.52,1248,88.5,7,838160
Maruti Celerio,Maruti,Celerio,3,28314,Dealer,Petrol,Manual,23.1,998,67.04,5,434900
BMW 5,BMW,5,6,65000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2482600
Hyundai Grand,Hyundai,Grand,7,44500,Dealer,Petrol,Manual,18.9,1197,81.86,5,398210
Honda City,Honda,City,11,50000,Individual,Petrol,Automatic,16.8,1497,118.0,5,331243
Hyundai i20,Hyundai,i20,10,50000,Dealer,Petrol,Manual,18.5,1197,80.0,5,332333
Maruti Alto,Maruti,Alto,12,46500,Individual,Petrol,Manual,19.7,796,46.3,5,145310
Maruti Baleno,Maruti,Baleno,6,25800,Dealer,Petrol,Manual,21.4,1197,83.1,5,552520
Toyota Camry,Toyota,Camry,13,138000,Dealer,Petrol,Automatic,12.1,2362,164.7,5,651360
Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,657488
Kia Seltos,Kia,Seltos,2,7000,Individual,Petrol,Manual,16.1,1353,138.0,5,1592375
Maruti Swift Dzire,Maruti,Swift Dzire,3,46000,Individual,Diesel,Manual,28.4,1248,74.02,5,708122
Honda Civic,Honda,Civic,11,56000,Dealer,Petrol,Manual,14.8,1799,130.2,5,304438
Maruti Alto,Maruti,Alto,9,52865,Dealer,Petrol,Manual,23.95,998,67.05,5,259940
Maruti Baleno,Maruti,Baleno,6,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,494808
Hyundai Creta,Hyundai,Creta,3,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1385800
Maruti Swift,Maruti,Swift,6,30000,Individual,Diesel,Manual,25.2,1248,74.0,5,553200
Honda Amaze,Honda,Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,519200
Datsun RediGO,Datsun,RediGO,5,50000,Individual,Petrol,Manual,22.7,799,53.64,5,207256
Kia Seltos,Kia,Seltos,2,6000,Individual,Petrol,Manual,16.1,1353,138.0,5,1586535
Renault KWID,Renault,KWID,4,35914,Dealer,Petrol,Manual,23.01,999,67.0,5,391630
Audi A4,Audi,A4,8,33000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1537570
Tata Safari,Tata,Safari,8,98000,Individual,Diesel,Manual,14.0,2179,138.1,7,460266
Hyundai Verna,Hyundai,Verna,3,32000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1189600
Mahindra Thar,Mahindra,Thar,3,22000,Dealer,Diesel,Manual,16.55,2498,105.0,6,914950
Maruti Baleno,Maruti,Baleno,3,33000,Dealer,Petrol,Manual,21.01,1197,81.8,5,646778
Renault KWID,Renault,KWID,4,31851,Dealer,Petrol,Manual,25.17,799,53.3,5,314700
Mahindra XUV500,Mahindra,XUV500,6,80000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1240690
Mahindra XUV500,Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,592847
Hyundai Verna,Hyundai,Verna,15,120000,Individual,Diesel,Manual,18.1,1493,110.0,5,161847
Renault KWID,Renault,KWID,6,30000,Individual,Petrol,Manual,25.17,799,53.3,5,299420
Volkswagen Vento,Volkswagen,Vento,3,16000,Dealer,Petrol,Manual,16.09,1598,103.5,5,839553
Audi A6,Audi,A6,9,90000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1766177
Maruti Swift Dzire,Maruti,Swift Dzire,4,59000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,707300
Honda CR-V,Honda,CR-V,17,87000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,482550
Maruti Ertiga,Maruti,Ertiga,7,127731,Dealer,Diesel,Manual,20.77,1248,88.8,7,686800
Hyundai i20,Hyundai,i20,6,69482,Dealer,Petrol,Manual,18.6,1197,81.83,5,497800
Hyundai Verna,Hyundai,Verna,9,58000,Dealer,Diesel,Manual,22.32,1582,126.32,5,571325
Hyundai Verna,Hyundai,Verna,9,177000,Individual,Diesel,Manual,22.32,1582,126.32,5,449450
Datsun GO,Datsun,GO,3,22000,Dealer,Petrol,Manual,19.44,1198,67.0,7,429183
Tata Tiago,Tata,Tiago,3,42000,Dealer,Petrol,Manual,23.84,1199,84.0,5,492860
Honda City,Honda,City,14,78948,Dealer,Petrol,Manual,17.8,1498,119.35,5,260900
Maruti Ignis,Maruti,Ignis,2,9343,Dealer,Petrol,Automatic,20.89,1197,81.8,5,623760
Hyundai Creta,Hyundai,Creta,3,19000,Individual,Diesel,Manual,20.5,1582,126.2,5,1365950
Maruti Ciaz,Maruti,Ciaz,6,40000,Dealer,Petrol,Manual,20.73,1373,91.1,5,587744
Honda Amaze,Honda,Amaze,3,40000,Dealer,Diesel,Manual,25.8,1498,98.6,5,748386
Maruti Vitara,Maruti,Vitara,4,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,741660
Ford Aspire,Ford,Aspire,6,41000,Dealer,Diesel,Manual,25.83,1498,99.0,5,493350
Hyundai i20,Hyundai,i20,4,9653,Dealer,Petrol,Manual,18.6,1197,81.83,5,658270
Mahindra KUV100,Mahindra,KUV100,3,15000,Individual,Petrol,Manual,18.15,1198,82.0,6,471830
Toyota Innova,Toyota,Innova,15,99100,Dealer,Diesel,Manual,12.8,2494,102.0,8,442230
Hyundai i20,Hyundai,i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,539844
Maruti Ciaz,Maruti,Ciaz,3,37000,Individual,Petrol,Manual,21.56,1462,103.25,5,808407
Honda Amaze,Honda,Amaze,5,56348,Dealer,Petrol,Manual,17.8,1198,86.7,5,500740
Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,634335
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5,290500
Toyota Fortuner,Toyota,Fortuner,3,25344,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3107575
Maruti Alto,Maruti,Alto,5,15000,Individual,Petrol,Manual,24.7,796,47.3,5,286735
Tata Safari,Tata,Safari,6,65000,Dealer,Diesel,Manual,14.0,2179,138.1,7,630710
Mercedes-Benz CLS,Mercedes-Benz,CLS,2,6000,Dealer,Diesel,Automatic,19.0,1950,241.3,5,6163434
Hyundai i20,Hyundai,i20,2,30000,Individual,Petrol,Manual,17.19,1197,81.86,5,640141
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,668650
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,20.5,1582,126.2,5,1425000
Maruti Ciaz,Maruti,Ciaz,7,45498,Dealer,Diesel,Manual,26.21,1248,88.5,5,515630
Ford Aspire,Ford,Aspire,5,55000,Individual,Petrol,Manual,18.16,1196,86.8,5,409440
Toyota Yaris,Toyota,Yaris,3,18280,Dealer,Petrol,Manual,17.1,1496,105.5,5,1017418
BMW X1,BMW,X1,5,50000,Dealer,Diesel,Automatic,20.68,1995,188.0,5,2456810
Ford Figo,Ford,Figo,9,115000,Dealer,Diesel,Manual,20.0,1399,68.0,5,264873
Tata Safari,Tata,Safari,4,50000,Individual,Diesel,Manual,14.1,2179,147.94,7,889155
Honda WR-V,Honda,WR-V,3,15299,Dealer,Diesel,Manual,25.5,1498,98.6,5,833870
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,831445
Hyundai i20,Hyundai,i20,5,15000,Dealer,Diesel,Manual,21.19,1396,88.76,5,650040
Volkswagen Polo,Volkswagen,Polo,8,55000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,512610
Tata Nexon,Tata,Nexon,2,20000,Individual,Diesel,Manual,21.5,1497,108.5,5,795700
Audi A4,Audi,A4,11,60000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1081370
Tata Tigor,Tata,Tigor,3,10000,Individual,Petrol,Manual,20.3,1199,84.0,5,586333
Honda City,Honda,City,12,66000,Dealer,Petrol,Manual,17.0,1497,118.0,5,286821
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1043670
Hyundai i20,Hyundai,i20,7,110000,Individual,Petrol,Manual,18.6,1197,81.83,5,436950
Honda Amaze,Honda,Amaze,8,31497,Dealer,Petrol,Manual,18.0,1198,86.7,5,434210
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,57000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1973870
Ford Ecosport,Ford,Ecosport,5,47935,Dealer,Petrol,Automatic,14.7,1496,120.69,5,752400
Audi A4,Audi,A4,4,38000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,2963952
Renault KWID,Renault,KWID,2,25000,Individual,Petrol,Manual,25.17,799,53.3,5,378734
Honda WR-V,Honda,WR-V,3,19000,Individual,Petrol,Manual,17.5,1199,88.7,5,809542
Hyundai i20,Hyundai,i20,9,55000,Dealer,Petrol,Manual,17.0,1197,80.0,5,328590
Kia Seltos,Kia,Seltos,2,20999,Dealer,Petrol,Manual,16.1,1353,138.0,5,1633767
Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,22.74,796,47.3,5,236774
Maruti Wagon R,Maruti,Wagon R,5,49000,Dealer,CNG,Manual,26.6,998,58.16,5,370290
Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,383427
Toyota Innova,Toyota,Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1108162
Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.6,8,839200
Volkswagen Polo,Volkswagen,Polo,8,101840,Dealer,Diesel,Manual,22.07,1199,73.9,5,366470
Maruti Baleno,Maruti,Baleno,4,50898,Dealer,Petrol,Manual,21.01,1197,81.8,5,601901
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,732304
Renault Duster,Renault,Duster,7,53190,Dealer,Diesel,Manual,19.01,1461,108.45,5,522280
Honda Civic,Honda,Civic,13,110000,Individual,Petrol,Manual,13.5,1799,130.0,5,291400
Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,438311
Honda City,Honda,City,7,63351,Dealer,Diesel,Manual,26.0,1498,98.6,5,624185
